user_id,expenses (INR),vibe,reviews,instagram_photos,previous_destinations,favorite_activities
austinbryant,3434.53,Beach,"My visit to Andaman and Nicobar Islands was truly golden. The clubs were picturesque Overall, it was a serene experience.",https://instagram.com/cgilbert/post/6115_ski,"['Goa', 'Andaman and Nicobar Islands']","['Nightlife', 'Nature', 'Skiing']"
randall45,3487.66,Luxury,I had a indulgent time in Jaipur. Skiing here was a exclusive experience It was a opulent trip I'll never forget.,https://instagram.com/hannah67/post/9180_sea,"['Kerala', 'Jaipur']","['Skiing', 'Beach']"
jacksonlarry,2429.82,Nature,I can't wait to return to breathtaking Rishikesh. Hiking here was a lush experience The scenery was untouched I left feeling completely breathtaking.,https://instagram.com/angela52/post/8163_forest,"['Rishikesh', 'Leh-Ladakh', 'Darjeeling']","['Hiking', 'Photography', 'Skiing']"
briancrawford,1821.68,Nature,My visit to Kerala was truly majestic. The evening entertainment was lush I left feeling completely untouched.,https://instagram.com/briannanovak/post/2874_wildlife,"['Auli', 'Kerala']","['Relaxation', 'Nightlife', 'Nature']"
kyle59,2474.68,Nature,The untouched atmosphere of Kerala was unforgettable. The nightlife was breathtaking I left feeling completely awe-inspiring.,https://instagram.com/millerdiane/post/3274_club,['Kerala'],"['Relaxation', 'Nightlife', 'Backwaters']"
tonigordon,4031.83,Luxury,My visit to Mumbai was truly refined. Dining here was a opulent experience I left feeling completely exclusive.,https://instagram.com/kaitlin61/post/5830_restaurant,"['Udaipur', 'Mysore', 'Mumbai']","['Fine Dining', 'Luxury']"
christopherrodriguez,1655.0,Relaxation,"My visit to Shimla was truly tranquil. Camping here was a calming experience The slopes were tranquil Overall, it was a soothing experience.",https://instagram.com/tammymartinez/post/3612_night,"['Munnar', 'Shimla']","['Camping', 'Skiing', 'Shopping']"
gutierrezdavid,2012.13,Relaxation,I can't wait to return to soothing Kerala. The waters were tranquil The scenery was peaceful I left feeling completely peaceful.,https://instagram.com/daguilar/post/2544_spa,"['Shimla', 'Kerala']","['Swimming', 'Photography', 'Relaxation']"
tdavis,5453.53,Cultural,"I can't wait to return to fascinating Mumbai. Swimming here was a traditional experience Overall, it was a rich experience.",https://instagram.com/angelajennings/post/1738_pool,['Mumbai'],"['Swimming', 'Adventure', 'Nightlife']"
ojohnson,3704.83,Solo Travel,"My visit to Goa was truly introspective. Dining here was a eye-opening experience Overall, it was a introspective experience.",https://instagram.com/erika64/post/5025_festival,"['Mumbai', 'Munnar', 'Goa']","['Beach', 'Fine Dining', 'Photography', 'Cultural']"
pittmanchristopher,2366.3,Nature,"Leh-Ladakh exceeded my expectations in every awe-inspiring way. The sights were awe-inspiring The slopes were untouched Overall, it was a breathtaking experience.",https://instagram.com/jacob79/post/7087_bar,['Leh-Ladakh'],"['Exploring', 'Skiing', 'Hiking', 'Nightlife']"
johnjenkins,4133.57,Beach,My visit to Andaman and Nicobar Islands was truly picturesque. Camping here was a idyllic experience I left feeling completely golden.,https://instagram.com/ajackson/post/9406_tent,['Andaman and Nicobar Islands'],"['Camping', 'Adventure', 'Nature']"
laurie63,3587.71,Budget,I can't wait to return to value-for-money Agra. The beaches were affordable It was a economical trip I'll never forget.,https://instagram.com/melissasaunders/post/8540_fauna,"['Puducherry', 'Udaipur', 'Agra']","['Nature', 'Swimming']"
andersontimothy,5321.6,Nightlife,Delhi exceeded my expectations in every pulsating way. I left feeling completely energetic.,https://instagram.com/fowlergloria/post/4077_landscape,"['Delhi', 'Mumbai']","['Relaxation', 'Luxury', 'Photography']"
wendy18,2739.58,Budget,"Agra exceeded my expectations in every budget-friendly way. The beaches were affordable Hiking here was a value-for-money experience Overall, it was a affordable experience.",https://instagram.com/karablair/post/1384_tranquil,['Agra'],"['Swimming', 'Hiking', 'Backwaters']"
frank11,2573.53,Nature,Kerala exceeded my expectations in every breathtaking way. The nightlife was breathtaking The cultural experience was lush I left feeling completely breathtaking.,https://instagram.com/autumndavenport/post/1798_temple,"['Andaman and Nicobar Islands', 'Kerala']","['Nightlife', 'Cultural', 'Swimming', 'Relaxation']"
scottclayton,1686.05,Relaxation,"I can't wait to return to soothing Munnar. The landscapes were soothing The cuisine was soothing Overall, it was a peaceful experience.",https://instagram.com/sarahstewart/post/4111_restaurant,['Munnar'],"['Photography', 'Fine Dining']"
foleysherry,2568.76,Budget,"My visit to Agra was truly affordable. The trails were budget-friendly The sights were budget-friendly Overall, it was a budget-friendly experience.",https://instagram.com/thomas97/post/7594_street,"['Agra', 'Varanasi']","['Hiking', 'Exploring']"
mnguyen,2087.25,Cultural,My visit to Puducherry was truly fascinating. The wilderness was fascinating It was a fascinating trip I'll never forget.,https://instagram.com/rcooper/post/7700_night,['Puducherry'],"['Camping', 'Beach', 'Swimming']"
keygordon,4754.78,Luxury,"I can't wait to return to opulent Mumbai. Dining here was a lavish experience Overall, it was a exclusive experience.",https://instagram.com/nowens/post/2170_city,"['Mumbai', 'Udaipur']","['Fine Dining', 'Nature', 'Backwaters', 'Exploring']"
jacksondaniel,1527.18,Nature,Rishikesh exceeded my expectations in every breathtaking way. The wilderness was awe-inspiring I left feeling completely awe-inspiring.,https://instagram.com/jamie33/post/4081_expedition,"['Auli', 'Rishikesh']","['Camping', 'Adventure']"
rojasrachel,3214.63,Luxury,The lavish atmosphere of Jaipur was unforgettable. Exploring here was a refined experience The cultural experience was refined It was a exclusive trip I'll never forget.,https://instagram.com/wbeck/post/4031_landmark,"['Jaipur', 'Mysore']","['Exploring', 'Cultural', 'Beach']"
gillanthony,2386.81,Beach,The golden atmosphere of Puducherry was unforgettable. I left feeling completely golden.,https://instagram.com/vargasbryan/post/8416_flora,['Puducherry'],"['Nature', 'Relaxation', 'Hiking']"
kwatkins,3398.2,Luxury,"Mysore exceeded my expectations in every opulent way. The cultural experience was lavish Overall, it was a refined experience.",https://instagram.com/jgarcia/post/8671_festival,['Mysore'],"['Beach', 'Cultural', 'Backwaters']"
michellecurtis,2807.85,Budget,"I can't wait to return to affordable Agra. The landscapes were economical The cultural experience was economical Overall, it was a cost-effective experience.",https://instagram.com/tracy11/post/6996_festival,"['Varanasi', 'Agra']","['Photography', 'Cultural', 'Camping', 'Hiking']"
cynthia54,4400.6,Luxury,"I can't wait to return to exclusive Jaipur. Overall, it was a indulgent experience.",https://instagram.com/gregory87/post/5936_mall,"['Jaipur', 'Mumbai']","['Relaxation', 'Nature', 'Camping', 'Shopping']"
taramoore,4163.77,Beach,"The pristine atmosphere of Andaman and Nicobar Islands was unforgettable. The cuisine was idyllic The clubs were picturesque Overall, it was a pristine experience.",https://instagram.com/charlesnorris/post/5224_waves,['Andaman and Nicobar Islands'],"['Fine Dining', 'Nightlife', 'Swimming']"
joshua89,2526.96,Adventure,Kerala exceeded my expectations in every action-packed way. Exploring here was a action-packed experience I left feeling completely exhilarating.,https://instagram.com/sreynolds/post/1233_adventure,"['Manali', 'Kerala', 'Agra']","['Luxury', 'Exploring']"
wheelertimothy,1812.09,Beach,I had a pristine time in Shimla. The markets were serene I left feeling completely serene.,https://instagram.com/shawnasmith/post/6143_ski,['Shimla'],"['Shopping', 'Luxury', 'Skiing']"
youngdavid,2416.14,Relaxation,I had a rejuvenating time in Shimla. Camping here was a calming experience Shopping here was a peaceful experience It was a tranquil trip I'll never forget.,https://instagram.com/yperez/post/4428_boutique,"['Goa', 'Shimla']","['Camping', 'Shopping']"
xvargas,2165.33,Relaxation,"I had a tranquil time in Munnar. The attractions were calming The trails were soothing Overall, it was a soothing experience.",https://instagram.com/robert34/post/6528_street,"['Shimla', 'Darjeeling', 'Munnar']","['Exploring', 'Hiking']"
donnaflores,3918.25,Solo Travel,I can't wait to return to independent Kerala. The boat rides were empowering It was a liberating trip I'll never forget.,https://instagram.com/fcharles/post/2667_lagoon,"['Delhi', 'Kerala']","['Backwaters', 'Luxury', 'Adventure', 'Swimming']"
christine07,2106.2,Beach,"The picturesque atmosphere of Puducherry was unforgettable. The waters were serene Overall, it was a idyllic experience.",https://instagram.com/caitlin64/post/5580_sun,"['Puducherry', 'Goa']","['Swimming', 'Luxury', 'Beach']"
fschwartz,3355.91,Solo Travel,I can't wait to return to liberating Leh-Ladakh. The cultural experience was eye-opening The lagoons were eye-opening It was a eye-opening trip I'll never forget.,https://instagram.com/uboyd/post/6076_tranquil,"['Leh-Ladakh', 'Agra']","['Cultural', 'Backwaters']"
vincentbest,1615.95,Nature,Darjeeling exceeded my expectations in every lush way. The traditions were breathtaking The scenery was untouched I left feeling completely lush.,https://instagram.com/donna61/post/2602_festival,"['Munnar', 'Darjeeling']","['Cultural', 'Photography']"
joy73,2532.47,Budget,I can't wait to return to affordable Varanasi. The markets were cost-effective The mountain views were economical I left feeling completely cost-effective.,https://instagram.com/fobrien/post/5984_resort,['Varanasi'],"['Shopping', 'Hiking', 'Exploring', 'Luxury']"
halldevon,2348.43,Relaxation,"I had a rejuvenating time in Kerala. The attractions were rejuvenating Overall, it was a rejuvenating experience.",https://instagram.com/hpena/post/8319_wellness,['Kerala'],"['Exploring', 'Relaxation']"
daniel70,2815.49,Relaxation,"Kerala exceeded my expectations in every calming way. Skiing here was a tranquil experience Overall, it was a soothing experience.",https://instagram.com/susanmartinez/post/8436_fauna,"['Shimla', 'Kerala', 'Goa']","['Skiing', 'Nature', 'Beach', 'Exploring']"
patricia26,3392.65,Luxury,My visit to Auli was truly opulent. Exploring here was a lavish experience I left feeling completely indulgent.,https://instagram.com/kmeadows/post/7257_city,"['Mysore', 'Auli']","['Adventure', 'Exploring']"
wlewis,4740.94,Budget,The cost-effective atmosphere of Udaipur was unforgettable. The lagoons were affordable I left feeling completely cost-effective.,https://instagram.com/katherinechavez/post/4029_sea,"['Mumbai', 'Udaipur']","['Beach', 'Backwaters']"
wilsondawn,1863.51,Budget,"My visit to Darjeeling was truly economical. The backwaters were budget-friendly The evening entertainment was cost-effective Overall, it was a cost-effective experience.",https://instagram.com/ipollard/post/8425_tranquil,"['Darjeeling', 'Rishikesh']","['Backwaters', 'Nightlife']"
lchurch,2231.24,Adventure,The thrilling atmosphere of Manali was unforgettable. The culture was challenging It was a unforgettable trip I'll never forget.,https://instagram.com/chambersmichael/post/9935_festival,['Manali'],"['Relaxation', 'Cultural', 'Fine Dining']"
larryacosta,5579.14,Nightlife,I can't wait to return to vibrant Delhi. Dining here was a vibrant experience I left feeling completely exciting.,https://instagram.com/moorekenneth/post/4860_exclusive,"['Mumbai', 'Delhi']","['Fine Dining', 'Relaxation', 'Luxury']"
aguilarkayla,4207.8,Luxury,My visit to Jaipur was truly lavish. The markets were indulgent I left feeling completely refined.,https://instagram.com/nicholas78/post/1684_expedition,"['Jaipur', 'Mumbai']","['Shopping', 'Adventure', 'Camping']"
callen,2899.41,Solo Travel,"The introspective atmosphere of Andaman and Nicobar Islands was unforgettable. The landscapes were eye-opening Dining here was a eye-opening experience Overall, it was a independent experience.",https://instagram.com/timothy41/post/1640_chef,['Andaman and Nicobar Islands'],"['Photography', 'Fine Dining', 'Relaxation']"
eric32,3066.55,Beach,I can't wait to return to golden Andaman and Nicobar Islands. The campsites were serene I left feeling completely golden.,https://instagram.com/pgonzales/post/7617_campfire,['Andaman and Nicobar Islands'],"['Nature', 'Camping', 'Nightlife']"
susancarr,1953.32,Nature,I had a untouched time in Kerala. The markets were lush It was a majestic trip I'll never forget.,https://instagram.com/kelsey28/post/2855_retreat,['Kerala'],"['Relaxation', 'Shopping']"
paulareed,1808.67,Relaxation,The peaceful atmosphere of Shimla was unforgettable. The scenery was soothing I left feeling completely soothing.,https://instagram.com/tracy60/post/7346_scenery,"['Shimla', 'Darjeeling', 'Munnar']","['Photography', 'Nature']"
iwalker,4313.05,Solo Travel,"I had a eye-opening time in Puducherry. Overall, it was a eye-opening experience.",https://instagram.com/bellkatelyn/post/2704_extreme,"['Mumbai', 'Puducherry']","['Adventure', 'Relaxation', 'Luxury']"
doris47,2654.1,Cultural,I had a fascinating time in Varanasi. The cultural experience was immersive I left feeling completely authentic.,https://instagram.com/staceysmith/post/2060_elegant,['Varanasi'],"['Luxury', 'Cultural', 'Nature']"
howardpatrick,1882.87,Relaxation,I had a tranquil time in Kerala. The backwaters were calming The traditions were tranquil I left feeling completely calming.,https://instagram.com/alvarezleah/post/7058_houseboat,['Kerala'],"['Backwaters', 'Cultural', 'Luxury']"
taylorchris,1943.81,Relaxation,Shimla exceeded my expectations in every soothing way. I left feeling completely rejuvenating.,https://instagram.com/ttaylor/post/4620_yoga,"['Shimla', 'Munnar']","['Adventure', 'Luxury', 'Relaxation', 'Hiking']"
